Customer ID,Campaign,Ad Group,Keyword,Match Type,Status
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toit,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toit,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture prix,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture prix,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,entreprise demoussage toiture,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,entreprise demoussage toiture,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,traitement anti mousse toiture,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,traitement anti mousse toiture,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,anti mousse toit,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,anti mousse toit,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demousser toiture,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demousser toiture,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage tuile,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage tuile,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture tarif,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture tarif,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture nonancourt,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture nonancourt,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture saint remy sur avre,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture saint remy sur avre,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture dreux,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture dreux,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture vernouillet,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture vernouillet,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture anet,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture anet,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture ivry la bataille,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture ivry la bataille,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture verneuil sur avre,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture verneuil sur avre,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture tillieres sur avre,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture tillieres sur avre,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture brezolles,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Demoussage,demoussage toiture brezolles,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Nettoyage-Toiture,nettoyage toiture,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Nettoyage-Toiture,nettoyage toiture,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Nettoyage-Toiture,nettoyage toit,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Nettoyage-Toiture,nettoyage toit,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Nettoyage-Toiture,nettoyer toiture,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Nettoyage-Toiture,nettoyer toiture,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Nettoyage-Toiture,nettoyage toiture haute pression,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Nettoyage-Toiture,nettoyage toiture haute pression,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Nettoyage-Toiture,entreprise nettoyage toiture,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Nettoyage-Toiture,entreprise nettoyage toiture,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Nettoyage-Toiture,hydrofuge toiture,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Nettoyage-Toiture,hydrofuge toiture,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Nettoyage-Toiture,nettoyage toiture prix,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Nettoyage-Toiture,nettoyage toiture prix,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Gouttieres,nettoyage gouttiere,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Gouttieres,nettoyage gouttiere,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Gouttieres,gouttiere bouchee,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Gouttieres,gouttiere bouchee,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Gouttieres,reparation gouttiere,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Gouttieres,reparation gouttiere,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Gouttieres,changer gouttiere,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Gouttieres,changer gouttiere,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Gouttieres,pose gouttiere,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Gouttieres,pose gouttiere,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Gouttieres,zingueur,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Gouttieres,zingueur,Phrase,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Gouttieres,remplacement gouttiere,Exact,Enabled
XXX-XXX-XXXX,Search_Entretien_Nonancourt,Gouttieres,remplacement gouttiere,Phrase,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Fuite,fuite toiture,Exact,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Fuite,fuite toiture,Phrase,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Fuite,fuite toit,Exact,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Fuite,fuite toit,Phrase,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Fuite,reparation fuite toiture,Exact,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Fuite,reparation fuite toiture,Phrase,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Fuite,recherche fuite toiture,Exact,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Fuite,recherche fuite toiture,Phrase,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Fuite,infiltration toiture,Exact,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Fuite,infiltration toiture,Phrase,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Fuite,toit qui fuit,Exact,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Fuite,toit qui fuit,Phrase,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Fuite,fuite tuile,Exact,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Fuite,fuite tuile,Phrase,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Fuite,fuite toiture que faire,Exact,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Fuite,fuite toiture que faire,Phrase,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,depannage toiture,Exact,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,depannage toiture,Phrase,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,couvreur urgence,Exact,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,couvreur urgence,Phrase,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,urgence toiture,Exact,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,urgence toiture,Phrase,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,couvreur en urgence,Exact,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,couvreur en urgence,Phrase,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,reparation toiture urgence,Exact,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,reparation toiture urgence,Phrase,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,bachage toiture,Exact,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,bachage toiture,Phrase,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,tuile cassee,Exact,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,tuile cassee,Phrase,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,couvreur urgence nonancourt,Exact,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,couvreur urgence nonancourt,Phrase,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,couvreur urgence saint remy sur avre,Exact,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,couvreur urgence saint remy sur avre,Phrase,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,couvreur urgence dreux,Exact,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,couvreur urgence dreux,Phrase,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,couvreur urgence vernouillet,Exact,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,couvreur urgence vernouillet,Phrase,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,couvreur urgence anet,Exact,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,couvreur urgence anet,Phrase,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,couvreur urgence ivry la bataille,Exact,Enabled
XXX-XXX-XXXX,Search_Urgence_Nonancourt,Depannage,couvreur urgence ivry la bataille,Phrase,Enabled
